line,city,districts,plan_stores,plan_rows,act_visits,act_stores,cover,purity,wd_match,sameday,phase,qty,n_never,blocks,block_sizes,blocks_worked,block_worked_rate,block_exec_median,block_exec_min,block_wd_rate,cold_blocks,east_km,north_km,nn_median_m,workdays,daily_median,daily_avg,wd_visits,day_radius_km,zones_per_day,freq_1,freq_2p,kind,story
000874372,合肥市,"瑶海区×23, 庐阳区×20",42,43,173,123,0.643,0.22,0.5,0.512,0.548,4.02,15,1,[42],1,1.0,0.643,0.643,1.0,,2.9,3.6,61.0,11,4,15.7,"[38, 21, 40, 37, 36, 0, 1]",1.14,1.0,82,41,区块全开·区块内欠访,"合肥市（瑶海区×23, 庐阳区×20）：计划 42 店 / 43 次，分成 1 个区块（最大区块 42 店）。 地盘东西 2.9 × 南北 3.6 km；区块内店距中位 61 m。 节奏：11 个工作日、平均每天 15.7 家店、一天 1.0 个区块、当天作业半径中位 1.14 km；出勤 周一38/周二21/周三40/周四37/周五36/周日1；周六 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 64%（最弱一块 64%）；③ 区块星期一致 100%。 参考：覆盖 64%、同日 51%、相位 55%、量比 4.02。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。"
000874584,佛山市,顺德区×200,179,200,248,186,0.832,0.801,0.832,0.85,0.832,1.24,30,1,[179],1,1.0,0.832,0.832,1.0,,11.6,5.4,110.0,21,10,11.8,"[52, 42, 60, 46, 46, 2, 0]",2.46,1.0,138,48,区块全开·区块内欠访,佛山市（顺德区×200）：计划 179 店 / 200 次，分成 1 个区块（最大区块 179 店）。 地盘东西 11.6 × 南北 5.4 km；区块内店距中位 110 m。 节奏：21 个工作日、平均每天 11.8 家店、一天 1.0 个区块、当天作业半径中位 2.46 km；出勤 周一52/周二42/周三60/周四46/周五46/周六2；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 83%（最弱一块 83%）；③ 区块星期一致 100%。 参考：覆盖 83%、同日 85%、相位 83%、量比 1.24。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。
000874807,沈阳市,"铁西区×197, 和平区×23",195,227,179,151,0.682,0.881,0.673,0.687,0.682,0.79,62,2,"[194, 1]",1,0.5,0.343,0.0,1.0,,17.0,8.1,100.0,18,10,9.9,"[40, 33, 33, 27, 46, 0, 0]",1.41,1.0,123,28,区块大面积没开工,"沈阳市（铁西区×197, 和平区×23）：计划 195 店 / 227 次，分成 2 个区块（最大区块 194 店）。 地盘东西 17.0 × 南北 8.1 km；区块内店距中位 100 m。 节奏：18 个工作日、平均每天 9.9 家店、一天 1.0 个区块、当天作业半径中位 1.41 km；出勤 周一40/周二33/周三33/周四27/周五46；周六、周日 没跑。 ① 区块开工：2 块里他开工了 1 块；② 区块内执行率中位 34%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 68%、同日 69%、相位 68%、量比 0.79。 结论：**有区块整块没开工**（1 块），先问为什么不去，而不是谈执行率。"
000874881,成都市,"武侯区×15, 锦江区×12",27,27,270,227,0.889,0.106,0.889,0.889,0.889,10.0,3,1,[27],1,1.0,0.889,0.889,1.0,,4.2,2.8,58.0,9,2,30.0,"[68, 56, 59, 50, 27, 10, 0]",1.34,1.0,196,31,区块全开·星期照做,"成都市（武侯区×15, 锦江区×12）：计划 27 店 / 27 次，分成 1 个区块（最大区块 27 店）。 地盘东西 4.2 × 南北 2.8 km；区块内店距中位 58 m。 节奏：9 个工作日、平均每天 30.0 家店、一天 1.0 个区块、当天作业半径中位 1.34 km；出勤 周一68/周二56/周三59/周四50/周五27/周六10；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 89%（最弱一块 89%）；③ 区块星期一致 100%。 参考：覆盖 89%、同日 89%、相位 89%、量比 10.0。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
000874956,南京市,"秦淮区×175, 高淳区×10",185,186,231,191,0.346,0.335,0.173,0.156,0.276,1.24,121,3,"[175, 9, 1]",3,1.0,1.0,0.309,0.333,区块×175店 仅执行 31%,15.8,80.4,65.0,15,6,15.4,"[48, 49, 49, 46, 39, 0, 0]",2.84,1.0,154,37,区块全开·星期自己定,"南京市（秦淮区×175, 高淳区×10）：计划 185 店 / 186 次，分成 3 个区块（最大区块 175 店）。 地盘东西 15.8 × 南北 80.4 km；区块内店距中位 65 m。 节奏：15 个工作日、平均每天 15.4 家店、一天 1.0 个区块、当天作业半径中位 2.84 km；出勤 周一48/周二49/周三49/周四46/周五39；周六、周日 没跑。 ① 区块开工：3 块里他开工了 3 块；② 区块内执行率中位 100%（最弱一块 31%）；③ 区块星期一致 33%。 参考：覆盖 35%、同日 16%、相位 28%、量比 1.24。 结论：区块都开了但**星期由他自己排**，周内顺序不跟计划。 最冷的区块（计划内执行率最低）：区块×175店 仅执行 31%。"
000874960,大连市,中山区×78,77,78,227,113,0.727,0.496,0.571,0.449,0.649,2.91,21,1,[77],1,1.0,0.727,0.727,1.0,,6.2,6.3,77.0,18,7,12.6,"[51, 41, 41, 40, 54, 0, 0]",1.86,1.0,53,60,区块全开·区块内欠访,大连市（中山区×78）：计划 77 店 / 78 次，分成 1 个区块（最大区块 77 店）。 地盘东西 6.2 × 南北 6.3 km；区块内店距中位 77 m。 节奏：18 个工作日、平均每天 12.6 家店、一天 1.0 个区块、当天作业半径中位 1.86 km；出勤 周一51/周二41/周三41/周四40/周五54；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 73%（最弱一块 73%）；③ 区块星期一致 100%。 参考：覆盖 73%、同日 45%、相位 65%、量比 2.91。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。
000875125,西安市,"雁塔区×136, 莲湖区×81",215,235,341,252,0.93,0.794,0.93,0.923,0.926,1.45,15,1,[215],1,1.0,0.93,0.93,1.0,,3.8,9.1,59.0,20,13,17.1,"[73, 74, 65, 65, 64, 0, 0]",1.97,1.0,189,63,区块全开·星期照做,"西安市（雁塔区×136, 莲湖区×81）：计划 215 店 / 235 次，分成 1 个区块（最大区块 215 店）。 地盘东西 3.8 × 南北 9.1 km；区块内店距中位 59 m。 节奏：20 个工作日、平均每天 17.1 家店、一天 1.0 个区块、当天作业半径中位 1.97 km；出勤 周一73/周二74/周三65/周四65/周五64；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 93%（最弱一块 93%）；③ 区块星期一致 100%。 参考：覆盖 93%、同日 92%、相位 93%、量比 1.45。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
000875131,广州市,"白云区×50, 越秀区×3",53,53,147,134,0.811,0.321,0.811,0.811,0.811,2.77,10,1,[53],1,1.0,0.811,0.811,1.0,,8.7,5.4,80.0,6,10,24.5,"[46, 24, 24, 26, 25, 2, 0]",1.73,1.0,122,12,区块全开·区块内欠访,"广州市（白云区×50, 越秀区×3）：计划 53 店 / 53 次，分成 1 个区块（最大区块 53 店）。 地盘东西 8.7 × 南北 5.4 km；区块内店距中位 80 m。 节奏：6 个工作日、平均每天 24.5 家店、一天 1.0 个区块、当天作业半径中位 1.73 km；出勤 周一46/周二24/周三24/周四26/周五25/周六2；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 81%（最弱一块 81%）；③ 区块星期一致 100%。 参考：覆盖 81%、同日 81%、相位 81%、量比 2.77。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。"
000875858,邯郸市,"丛台区×87, 复兴区×13",100,100,219,168,0.49,0.292,0.46,0.45,0.48,2.19,51,1,[100],1,1.0,0.49,0.49,1.0,区块×100店 仅执行 49%,12.2,6.1,112.0,14,4,15.6,"[57, 35, 44, 44, 39, 0, 0]",1.19,1.0,124,44,区块全开·区块内欠访,"邯郸市（丛台区×87, 复兴区×13）：计划 100 店 / 100 次，分成 1 个区块（最大区块 100 店）。 地盘东西 12.2 × 南北 6.1 km；区块内店距中位 112 m。 节奏：14 个工作日、平均每天 15.6 家店、一天 1.0 个区块、当天作业半径中位 1.19 km；出勤 周一57/周二35/周三44/周四44/周五39；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 49%（最弱一块 49%）；③ 区块星期一致 100%。 参考：覆盖 49%、同日 45%、相位 48%、量比 2.19。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。 最冷的区块（计划内执行率最低）：区块×100店 仅执行 49%。"
DS0001426,滨州市,"无棣县×58, 滨城区×18",91,91,36,33,0.275,0.758,0.055,0.011,0.143,0.4,66,10,"[43, 18, 14, 10, 1]",4,0.4,0.0,0.0,0.75,区块×43店 仅执行 2%,42.7,82.0,240.0,6,2,6.0,"[0, 4, 6, 15, 11, 0, 0]",1.42,1.0,30,3,计划与实际几乎不相交,"滨州市（无棣县×58, 滨城区×18）：计划 91 店 / 91 次，分成 10 个区块（最大区块 43 店）。 地盘东西 42.7 × 南北 82.0 km；区块内店距中位 240 m。 节奏：6 个工作日、平均每天 6.0 家店、一天 1.0 个区块、当天作业半径中位 1.42 km；出勤 周二4/周三6/周四15/周五11；周一、周六、周日 没跑。 ① 区块开工：10 块里他开工了 4 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 75%。 参考：覆盖 28%、同日 1%、相位 14%、量比 0.4。 结论：计划与实际几乎不相交——先查这块地盘是不是搞错了（管辖/门店清单），再谈行为。 最冷的区块（计划内执行率最低）：区块×43店 仅执行 2%。"
DS0001773,阜阳市,"颍州区×170, 颍泉区×34",204,204,168,163,0.765,0.957,0.627,0.583,0.765,0.82,48,2,"[194, 10]",2,1.0,0.876,0.753,1.0,,7.7,13.7,84.0,12,13,14.0,"[41, 24, 42, 30, 31, 0, 0]",1.37,1.0,158,5,区块全开·星期照做,"阜阳市（颍州区×170, 颍泉区×34）：计划 204 店 / 204 次，分成 2 个区块（最大区块 194 店）。 地盘东西 7.7 × 南北 13.7 km；区块内店距中位 84 m。 节奏：12 个工作日、平均每天 14.0 家店、一天 1.0 个区块、当天作业半径中位 1.37 km；出勤 周一41/周二24/周三42/周四30/周五31；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 88%（最弱一块 75%）；③ 区块星期一致 100%。 参考：覆盖 76%、同日 58%、相位 76%、量比 0.82。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
DS0001866,宜昌市,"夷陵区×62, 西陵区×55",206,227,257,229,0.777,0.699,0.727,0.714,0.728,1.13,46,3,"[151, 54, 1]",3,1.0,0.841,0.593,1.0,区块×54店 仅执行 59%,76.1,44.7,60.0,19,11,13.5,"[49, 53, 48, 51, 42, 14, 0]",1.94,1.0,201,28,区块全开·区块内欠访,"宜昌市（夷陵区×62, 西陵区×55）：计划 206 店 / 227 次，分成 3 个区块（最大区块 151 店）。 地盘东西 76.1 × 南北 44.7 km；区块内店距中位 60 m。 节奏：19 个工作日、平均每天 13.5 家店、一天 1.0 个区块、当天作业半径中位 1.94 km；出勤 周一49/周二53/周三48/周四51/周五42/周六14；周日 没跑。 ① 区块开工：3 块里他开工了 3 块；② 区块内执行率中位 84%（最弱一块 59%）；③ 区块星期一致 100%。 参考：覆盖 78%、同日 71%、相位 73%、量比 1.13。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。 最冷的区块（计划内执行率最低）：区块×54店 仅执行 59%。"
NP0008185,乐山市,"峨眉山市×6, 沐川县×4",16,16,241,185,1.0,0.086,1.0,1.0,1.0,15.06,0,5,"[6, 5, 3, 1, 1]",5,1.0,1.0,1.0,1.0,,61.7,86.4,306.0,7,1,34.4,"[54, 48, 31, 36, 43, 29, 0]",28.22,1.0,144,41,区块全开·星期照做,"乐山市（峨眉山市×6, 沐川县×4）：计划 16 店 / 16 次，分成 5 个区块（最大区块 6 店）。 地盘东西 61.7 × 南北 86.4 km；区块内店距中位 306 m。 节奏：7 个工作日、平均每天 34.4 家店、一天 1.0 个区块、当天作业半径中位 28.22 km；出勤 周一54/周二48/周三31/周四36/周五43/周六29；周日 没跑。 ① 区块开工：5 块里他开工了 5 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 15.06。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0008447,佛山市,"高明区×133, 南海区×76",194,209,264,235,0.964,0.796,0.967,0.967,0.964,1.26,7,4,"[165, 18, 6, 5]",4,1.0,1.0,0.958,1.0,,33.4,17.9,175.0,20,12,13.2,"[62, 44, 66, 54, 38, 0, 0]",2.38,1.0,207,28,区块全开·星期照做,"佛山市（高明区×133, 南海区×76）：计划 194 店 / 209 次，分成 4 个区块（最大区块 165 店）。 地盘东西 33.4 × 南北 17.9 km；区块内店距中位 175 m。 节奏：20 个工作日、平均每天 13.2 家店、一天 1.0 个区块、当天作业半径中位 2.38 km；出勤 周一62/周二44/周三66/周四54/周五38；周六、周日 没跑。 ① 区块开工：4 块里他开工了 4 块；② 区块内执行率中位 100%（最弱一块 96%）；③ 区块星期一致 100%。 参考：覆盖 96%、同日 97%、相位 96%、量比 1.26。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0008452,贵阳市,"南明区×79, 花溪区×7",80,86,249,233,0.9,0.309,0.9,0.907,0.9,2.9,8,1,[80],1,1.0,0.9,0.9,1.0,,10.5,5.8,106.0,13,7,19.2,"[52, 44, 45, 46, 42, 20, 0]",1.17,1.0,218,15,区块全开·星期照做,"贵阳市（南明区×79, 花溪区×7）：计划 80 店 / 86 次，分成 1 个区块（最大区块 80 店）。 地盘东西 10.5 × 南北 5.8 km；区块内店距中位 106 m。 节奏：13 个工作日、平均每天 19.2 家店、一天 1.0 个区块、当天作业半径中位 1.17 km；出勤 周一52/周二44/周三45/周四46/周五42/周六20；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 90%（最弱一块 90%）；③ 区块星期一致 100%。 参考：覆盖 90%、同日 91%、相位 90%、量比 2.9。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
